"","req","item_req","texto_req","grupo_mercadoria","nm","valor_estimado","oportunidade","item_oportunidade"
"470","0030414316",20,"Bobina de abertura p/disj. Cutler-Hammer","39121600A","000000000011105331",500,NA,0
"471","0031141165",10,"Testador de baterias","26111719","000000000012506591",164764.49,NA,0
"472","0030917306",10,"Detector chama p/sist.incênd IR ME LON/S","46191504","000000000011817088",5367.66,"7003779160",1
"473","0030233597",10,"Tubo tr.térm. A213-T9 s/c 10.750 x 0.259","40101800A","000000000010119171",17394.68,NA,0
"474","0030233597",20,"Tubo tr.térm. A213-T9 s/c 10.750 x 0.259","40101800A","000000000010119171",22013.26,"7003559030",1
"475","0030879305",10,"Tubo tr.térm. B111-C70600 s/c 0.625 x 0.","40101800A","000000000012597201",342,NA,0
"476","0030536404",10,"Válv.esf. F/S 16"" 1500# FJA A105/A216WCB","40141607","000000000011532834",347152.43,"7003554606",3
"477","0031389069",10,"Lumin. LED 40W 100-240Vca/108-250Vcc Ex","39111501A","000000000011981015",1536.5,"7003661114",6
"478","0031081018",10,"Válv. regul. pressão DN4""","41112404","000000000012506613",30000,"7003662871",4
"479","0029837942",10,"Transm.vazão magnético 0a15000m3/d","41112516","000000000011066656",133749.53,NA,0
"480","0030296148",10,"Transm.vazão eletromag. 0,3a12m/s","41112516","000000000011087283",72899.29,NA,0
"481","0031256589",10,"Transm.vazão eletromag. configurável","41112516","000000000012060283",41994.07,NA,0
"482","0028942017",10,"Vv.controle esfera NPS 8","40141609","000000000011619366",100669.4,"7003154001",30
"483","0028942017",20,"Vv.controle esfera NPS 8","40141609","000000000011619366",140958.31,"7003662544",3
"484","0030808074",10,"Vv.controle esfera NPS 14","40141609","000000000011620515",30000,"7003662544",14
"485","0031150532",10,"Vv.controle esfera NPS 10","40141609","000000000011136278",269631.89,"7003662544",17
"486","0031050510",10,"Cabo pot nav 6kV 3x 70mm² HF XLPE SHF1","26121629A","000000000011227449",100,NA,0
"487","0030106080",10,"Válvula hidráulica Vazão","40141608","000000000011867510",20000,"7003568786",2
"488","0030530673",10,"Válvula hidráulica Vazão","40141608","000000000012520471",8500,"7003568786",6
"489","0030285504",10,"Relé multifunção digital f=21 f=24 f=25","39122323","000000000012013757",27849.91,"7003344739",18
"490","0030285504",20,"Relé multifunção digital f=21 f=24 f=25","39122323","000000000012013757",37604.53,NA,0
"491","0031117190",10,"Relé multifunção digital f=3 f=27 f=37 f","39122323","000000000011459930",52070.73,NA,0
"492","0030408020",10,"Disjuntor miniatura 2P 16A 440Vca Ex de","39121603","000000000011037363",6053.02,NA,0
"493","0029985696",10,"Vv.controle esfera NPS 8","40141609","000000000011189690",4500,"7003418152",10
"494","0030012964",10,"Vv.controle on-off esfera NPS 6","40141609","000000000011560072",83200,NA,0
"495","0030468597",10,"Vv.controle esfera NPS 4","40141609","000000000012220978",31300.23,NA,0
"496","0030468597",20,"Vv.controle esfera NPS 4","40141609","000000000012220978",31300.23,"7003549590",4
"497","0029652135",10,"Acionador ""quebre vidro"" p/sist.alarme i","46191505","000000000012488867",7500,"7003399527",1
"498","0029391553",10,"Posicionador eletropneum. 30a120º","40141600E","000000000012437179",84796.48,NA,0
"499","0029391553",20,"Posicionador eletropneum. 30a120º","40141600E","000000000012437179",119010.46,NA,0
"500","0029957982",10,"Posicionador intelig. 45a90º","40141600E","000000000012509548",26183.99,"7003401921",5
"501","0030297581",10,"Posicionador intelig. 45a90º","40141600E","000000000012509548",26183.99,"7003401921",7
"502","0030545882",10,"Célula carga compressão 0a45ton","41112108","000000000011437476",11911.3,"7003403046",2
"503","0030313268",10,"Cabo nu CAA LINNET (170,55/27,83mm²)","26121643","000000000010827159",36.85,"7003405975",1
"504","0030570383",10,"Cabo potência 15kV 1x 185mm² HEPR ST2","26121629","000000000011225504",100.19,"7003401951",6
"505","0029231778",10,"Med.volum. engren. 0,7a7l/h","41112512","000000000010700563",57622.25,"7003401700",1
"506","0029578991",20,"Med.volum. turbina 280m3/h","41112512","000000000011746975",63581.49,NA,0
"507","0029603622",20,"Med.volum. turbina 280m3/h","41112512","000000000011746975",63581.49,NA,0
"508","4002986703",10,"Disco d/ruptura Hastelloy C-276 6"" p/fla","40142323","000000000011430392",11460.41,"7003465377",4
"509","4002986703",20,"Disco d/ruptura AISI316 6""","40142323","000000000012467260",32670,"7003465377",5
"510","4002997775",10,"Calibrador multi-funç. 24Vcc","41111917B","000000000012132081",30038.25,"7003423549",1
"511","4003011222",10,"Med.volum. ultrasôn. 180a1500m³/h","41112512","000000000012067933",889709.4,NA,0
"512","0030064503",10,"Piloto p/válv.reg.press RMG","40141616","000000000011792544",20034.24,NA,0
"513","0029573559",20,"Med.volum. ultrasôn. 150a1500m3/h","41112512","000000000012049263",112744.67,"7003401700",2
"514","0029578991",10,"Med.volum. turbina 280m3/h","41112512","000000000011746975",52588.17,"7003155256",7
"515","0029603622",10,"Med.volum. turbina 280m3/h","41112512","000000000011746975",52588.17,"7003155256",9
"516","0030552425",10,"Vv.controle on-off esfera NPS 6 Cv5000","40141609","000000000012519741",84972.3,NA,0
"517","0030553182",10,"Vv.controle on-off esfera NPS 8 Cv9300","40141609","000000000012533484",154738.17,NA,0
"518","0031053050",10,"Tubo AC A106-B s/c 2 1/2""x0.375"" Sch160","40142101","000000000010000393",331.39,"7003655153",2
"519","0031468000",10,"Tubo flexível AISI304 3/4""x 15000mm pres","40142006A","000000000012728818",7200,"7003655222",1
"520","0030075758",10,"Válv. solenóide sub base P 5vias","40141605","000000000010936099",9440,"7003465417",8
"521","0030339653",10,"Motor el. 3F 8p 37kW 440V","26101114","000000000011603597",48071.33,NA,0
"522","0030827609",10,"Válv glb-ang Y 2"" ES A182 F22","40141617","000000000010773427",10978.98,"7003708085",1
"523","0030790813",10,"Transm.vazão eletromag. -12a12m/s","41112516","000000000011421085",9679.83,NA,0
"524","0030790813",20,"Transm.vazão eletromag. -12a12m/s","41112516","000000000011421085",9679.83,"7003708087",2
"525","0031516828",10,"Tubo sanf pas.norm AISI304 3/4""x 10000mm","40142006A","000000000010977125",979.41,"7003703923",3
"526","0031139401",10,"Posicionador pneum. 0,3a4""","40141600E","000000000010451015",4602.54,"7003713901",5
"527","0029545119",10,"Acumulador Pb-ácido 2V 300Ah C10","26111707","000000000010730870",748.62,NA,0
"528","0027176361",10,"Lumin. LED 240W 90-305Vca Ex nR","39111501A","000000000012077509",4062.16,NA,0
"529","0027176361",20,"Lumin. LED 240W 90-305Vca Ex nR","39111501A","000000000012077509",4482.08,NA,0
"530","0030069414",10,"Lumin. LED 60W 100-240Vca Ex de","39111501A","000000000012240536",2150.31,"7003475522",3
"531","0030069414",20,"Lumin. LED 60W 100-240Vca Ex de","39111501A","000000000012240536",3508.14,NA,0
"532","0030541445",10,"Motor el. 3F 2p 125kW 440V","26101114","000000000011949698",62000,"7003460565",1
"533","0030103592",10,"Válv. ret. portinh. 6"" 300# FR C5","40141634","000000000012314944",5458.66,NA,0
"534","0030579078",10,"Relé multifunção digital f=50 f=51","39122323","000000000011169219",37141.41,"7003463095",2
"535","0030579078",20,"Relé multifunção digital f=50 f=51","39122323","000000000011169219",37141.41,"7003646937",2
"536","0030284129",10,"Transm.pressão dif. 0a1000kPa","41112410","000000000012505090",1500,"7003458590",4
"537","0030702789",10,"Transm.pressão dif. 250a10000mmH2O","41112410","000000000012165133",17162.36,"7003458590",6
"538","0030400197",10,"Transm.pressão dif. -250a250""H2O","41112410","000000000012018540",11064.87,"7003744645",1
"539","0030721913",10,"Vv.controle esfera NPS 2","40141609A","000000000012623957",57840.09,"7003460293",3
"540","0030184194",10,"Vv.controle esfera NPS 1/2 Cv15","40141609","000000000011109950",29393,"7003702890",2
"541","0030820833",10,"Vv.controle on-off borb. NPS 14","40141609","000000000012619598",122132.32,NA,0
"542","0030863534",10,"Válv. controle, esfera, DN 2"" 150 FR","40141609","000000000012523252",47262.71,"7003460297",17
"543","0030863539",10,"Válv. controle, esfera, DN 6"" 150 FR","40141609","000000000012523302",87262.71,"7003460297",18
"544","0029908942",10,"Motor el. 3F 2p 375kW 575V Ex nA","26101114","000000000012550024",227496.2,"7003365428",1
"545","0030296174",10,"Motor el. 3F 4p 30kW 440V Ex de","26101114","000000000011877728",31090.19,NA,0
"546","0030251255",10,"Transm.pressão dif. 0a4bar","41112410","000000000012150620",22535.42,NA,0
"547","0030933578",10,"Transm.temperatura digital 0a100°C","41112105","000000000012654011",20000,NA,0
"548","0030052090",10,"Posicionador intelig. 2a4""","40141600E","000000000011662710",5064.26,"7003549517",2
"549","0030835674",10,"Posicionador intelig. 0,5a4,5""","40141600E","000000000011309992",8995.24,"7003786576",1
"550","4003013758",10,"Vv.controle globo NPS 8 Cv500","40141609","000000000012459801",15000,NA,0
"551","4003013758",20,"Vv.controle globo NPS 12 Cv1000","40141609","000000000012661209",68975,NA,0
"552","4003013758",30,"Vv.controle globo NPS 12 Cv1062","40141609","000000000012661201",62000,NA,0
"553","4003013758",40,"Vv.controle globo NPS 18 Cv900","40141609","000000000012664058",68975,NA,0
"554","4003013758",50,"Vv.controle globo NPS 14 Cv608","40141609","000000000012662229",68975,NA,0
"555","4003013758",60,"Vv.controle globo NPS 14 Cv270","40141609","000000000012662602",51250,NA,0
"556","4003013758",70,"Vv.controle globo NPS 10 Cv120","40141609","000000000012663825",75000,"7003549895",21
"557","4003004426",10,"Válv.manifold 3vv. UNS N06625","40141600H","000000000012572047",13380.42,"7003460088",1
"558","4003004426",20,"Manôm.dig 0a700bar","41112403","000000000012606890",2678,NA,0
"559","4002974110",10,"Estação calibração 220Vca/24Vcc","41111917B","000000000012489383",2e+05,"7003553518",3
"560","0030930273",10,"Válv. controle, globo, DN 10"" 150 FR","40141609","000000000012653905",155795.47,"7003582104",8
"561","0030826694",10,"Válvula específica p/turb.gás R.ROYCE","26101506A","000000000012519650",180342.83,NA,0
"562","0029196408",10,"Válv.ret. dual plate 16"" 16K WCB","40141637","000000000012494914",42284.94,NA,0
"563","0029196408",20,"Válv.ret. dual plate 16"" 16K WCB","40141637","000000000012494914",42284.94,"7003551461",1
"564","0030598999",10,"SDV esf. NPS 3 AC A350 LF2 c/atuador hid","40141609A","000000000012609601",96717.37,NA,0
"565","0030598999",20,"BDV esf. NPS 3 AC A350 LF2 c/atuador hid","40141609A","000000000012609601",96717.37,"7003549899",8
"566","0030662064",10,"SDV esf. NPS 18 AC A216 WCB c/atuador pn","40141609A","000000000011647927",164635.56,"7003549899",9
"567","0030078311",10,"Válvula borboleta flangeada fire-safe 32","40141619","000000000012520782",353478.57,NA,0
"568","0030407495",10,"Válv.esf. conv. 16"" 600# FJA A105/A216WC","40141607","000000000011684438",1000,"7003788282",1
"569","0030828115",10,"Válv.esf. F/S 5"" 1500# FJA LCC","40141607","000000000011544746",91460.77,"7003549901",3
"570","0030552141",10,"Vv.controle borb. NPS 10 Cv2640","40141609","000000000012271427",235424.46,"7003549591",5
"571","0030442433",10,"Radiador p/mot.el Weg","26101400A","000000000012183534",91055.7,"7003460091",1
"572","0030535876",10,"Atuador elétr. multvoltas 145Nm","31251501","000000000010576852",56160.67,"7003462688",5
"573","0029600360",10,"Sensor vaz.eletromagnét. flg.4""150FR 150","41111931","000000000011217382",7235.69,"7003458833",2
"574","0030472949",10,"Transm.vazão vortex configurável","41112516","000000000011397663",35078.66,NA,0
"575","0028551544",10,"Vv.controle esfera NPS 6 Cv100","40141609","000000000011105959",273569.67,"7003465341",2
"576","0028570226",10,"Vv.controle esfera NPS 2","40141609","000000000011117034",110561.39,"7003465341",3
"577","0028803455",10,"SDV esfera NPS 16 AC A105 c/atuador pneu","40141609A","000000000012479694",619595,"7003465341",4
"578","0028857252",10,"Vv.controle esfera NPS 12","40141609","000000000011740152",163642.72,"7003465341",6
"579","0029952403",10,"Vv.controle esfera NPS 6","40141609","000000000010981049",57056.19,"7003465341",11
"580","0030379546",10,"Vv.controle esfera NPS 12 Cv12165","40141609","000000000012589302",3e+05,"7003465341",13
"581","0030297441",10,"Pn.cont.hidraúlico 420X500X345mm","39121100D","000000000012525739",120000,NA,0
"582","0030389996",10,"Transm.pressão abs. 800a2000mbar","41112410","000000000012097758",12634.92,NA,0
"583","0030425183",10,"Posicionador intelig. 50a180º","40141600E","000000000010789444",3006.87,"7003475417",7
"584","0030526008",10,"Posicionador intelig. 2a4""","40141600E","000000000011294090",12587.24,"7003475417",8
"585","0030526008",20,"Posicionador intelig. 2a4""","40141600E","000000000011294090",13418.95,NA,0
"586","0028842679",10,"Válv. regul. pressão DN3"" Cv75","41112404","000000000011452089",46783.7,"7003254303",1
"587","0028842679",20,"Válv. regul. pressão DN3"" Cv75","41112404","000000000011452089",46783.7,"7003579578",1
"588","0029620506",10,"Válv. regul. pressão DN3"" Cv30,5","41112404","000000000011815101",635.25,"7003579578",3
"589","0031214941",10,"Válv. regul. pressão DN1/4"" Cv0,3","41112404","000000000010973200",310.31,NA,0
"590","0029612146",10,"Transm.nível displacer 0a27m Ø90xh18,9mm","41111938","000000000011939181",700,NA,0
"591","0030826540",10,"Válv.esf. F/S 24"" 150# FR A995-6A","40141607","000000000011533176",0.01,"7003754775",2
"592","0030869035",10,"Válv.esf. F/S 5"" 1500# FJA LCC","40141607","000000000011544746",91460.77,"7003582716",6
"593","0030869035",20,"Válv.esf. F/S 5"" 1500# FJA LCC","40141607","000000000011544746",30900.65,NA,0
"594","0031074948",10,"Válv.esf. conv. 1"" 2500# F316L","40141607","000000000012463036",1000,"7003582716",8
"595","0029561039",10,"Transm.vazão eletromag. configurável","41112516","000000000011222853",26612.22,NA,0
"596","0029561039",20,"Transm.vazão eletromag. configurável","41112516","000000000011222853",26612.22,"7003584991",1
"597","0029947573",10,"SDV esf. NPS 2 AC A350 LF2 c/atuador pne","40141609A","000000000012174361",30000,"7003583965",3
"598","4003018019",10,"Porosímetro/Permeâmetro 0.01mD-3D","41113906","000000000012166103",350000,NA,0
"599","4003018019",20,"Porosímetro/Permeâmetro 0-40%","41113906","000000000012166104",140000,"7003582475",3
"600","4002981214",10,"Det.multigás multi-faixas IP68","41113118","000000000012270367",2708.99,"7003341329",9
"601","4002981214",20,"Det.multigás 0-100%LEL IP65","41113118","000000000010449535",8260.01,NA,0
"602","4002981214",30,"Kit calibr. p/det.gás MSA","41113100B","000000000011830809",6000.1,NA,0
"603","4002981214",40,"Calibrador p/det.gás 100-240Vca","41111917B","000000000011499719",5665.76,NA,0
"604","4002981214",50,"Capa espec. p/det.gás port. MSA","41113100B","000000000012063389",54.56,"7003091974",49
"605","4002981214",60,"Estojo espec. p/det.gás MSA","41113100B","000000000011829697",157.05,NA,0
"606","4002981214",70,"Suporte p/calibr.det.gás MSA","41111917C","000000000011501305",2739.66,NA,0
"607","4002981214",80,"Suporte p/calibr.det.gás MSA","41111917C","000000000011501305",2739.66,"7003134247",17
"608","4002981214",90,"Kit calibr. p/det.gás MSA","41113100B","000000000011830809",6000.1,NA,0
"609","4002981214",100,"Det.multigás 0-100%LEL IP65","41113118","000000000010449535",9572.1,NA,0
"610","4002981214",110,"Det.multigás 0-100%LEL IP65","41113118","000000000010449535",9572.1,"7003557782",3
"611","4002981214",120,"Det.multigás 0-100%LEL IP65","41113118","000000000010449535",8000,NA,0
"612","4003014486",10,"Global de Caixas Elétricas - SUDESTE","39121303",NA,1,"7003524236",1
"613","4003014486",20,"Global de Caixas Elétricas - NORDESTE","39121303",NA,1,"7003524236",2
"614","0029349520",10,"Vv.controle on-off borb. NPS 20","40141609","000000000011294693",0.01,"7003524272",2
"615","0031306682",10,"Válv. controle, globo, DN 8"" 150 FR","40141609","000000000012622618",185212.93,"7003582104",15
"616","0030879261",10,"Trecho reto unidirecional DN12"" SCH 40 S","41110000F","000000000012531164",423738.54,NA,0
"617","0029620179",10,"Válvula seg/alív. 4x 6"" FR A216-WCB","40141606","000000000012326381",27664.77,"7003582106",2
"618","0030132704",10,"Válvula seg/alív. 3/8x 3/8"" AISI-316","40141606","000000000012184282",3000,NA,0
"619","0030969828",10,"Válvula seg/alív. 1x 2"" FR A105+PTFE-TF","40141606","000000000011486601",5000,NA,0
"620","0031249996",10,"Válv. solenóide RO 1/2""NPT-F 2vias","40141605","000000000011296956",64636.18,"7003582112",6
"621","0030750823",10,"Válvula hidráulica Direcional","40141608","000000000012134669",10521.6,"7003726747",2
"622","0031252276",10,"Válvula hidráulica","40141608","000000000011859889",15274.72,NA,0
"623","0030989781",10,"Válvula borboleta flangeada 26"" A536-65-","40141619","000000000012325265",69721.93,NA,0
"624","0031016090",10,"SDV gav. DN 2 1/16 aço-liga A522 I c/atu","40141609A","000000000012477104",150000,NA,0
"625","0031058807",10,"Válvula borboleta lug fire-safe 24"" 150#","40141619","000000000011841547",88958.88,"7003582114",19
"626","0029931983",10,"Válvula recirc. 6polx recir. 4""","40141631","000000000012059923",121006,"7003406382",1
"627","0029931983",20,"Válvula recirc. 6polx recir. 4""","40141631","000000000012059923",120000,NA,0
"628","0030296687",10,"Válvula recirc. 8pol x recir. 4""","40141631","000000000012226384",75000,NA,0
"629","0030246205",10,"Transmissor O2 zircônica selecionável","41111924","000000000011277599",67200.75,"7003582482",1
"630","0030983853",10,"transm.multiv. digital 24Vcc","41111900C","000000000012533822",59935.23,"7003582482",3
"631","0031066124",10,"transm.multiv. digital 8a30Vcc","41111900C","000000000011911831",36391.85,NA,0
"632","0031210102",10,"Válv. solenóide RO 1/4""NPT-M 3/2 vias","40141605","000000000012223422",13355.55,"7003584409",5
"633","0031210102",20,"Válv. solenóide RO 1/4""NPT-M 3/2 vias","40141605","000000000011269034",9043.52,NA,0
"634","0030704427",10,"Vv.controle on-off esfera NPS 6x4","40141609","000000000012536765",72611.35,"7003708619",4
"635","0031533326",10,"Vv.controle esfera NPS 12 Cv5100","40141609","000000000011250833",429699.42,NA,0
"636","0031614517",10,"IHM toque tela 24Vcc 1x2,5""SATA SSD256GB","43211715","000000000012629979",14014.52,"7003709114",3
"637","0030271846",10,"Relé multifunção digital f=27P f=27X f=5","39122323","000000000012469540",31912.32,NA,0
"638","0030392353",10,"Tubo inox A312-304 s/c 8""x0.322"" Sch40S","40142117","000000000010852840",2399.41,"7003452384",2
"639","0030230086",10,"Cabo potência 1kV 3x 25mm² EPR ST2","26121629","000000000011229341",40.92,NA,0
"640","0028852640",10,"Atuador hidráulico rotativo 16000Nm","31251503","000000000011207289",57112.36,"7003414308",2
"641","0028852640",20,"Atuador hidráulico rotativo 16000Nm","31251503","000000000011207289",65679.11,"7003582319",2
"642","0031263275",10,"Posicionador intelig. 0a90º","40141600E","000000000010832862",15066.38,"7003582319",12
"643","0030874273",10,"Controlador pressão pneumático","41112400C","000000000010989566",32904.28,"7003761827",3
"644","0029659545",10,"Cart.cilindro p/atuador pneum. Biffi","31251500A","000000000012020259",13632.09,"7003761826",1
"645","0031265721",10,"Sensor desc. parciais p/monitor DP IRIS","26131700A","000000000011189030",42959.68,"7003582652",10
"646","0030337915",10,"Transm.pressão man. 0,35a70MPa","41112410","000000000012387954",72000,"7003582954",9
"647","0030902883",10,"Transm.pressão dif. -250a250""H2O","41112410","000000000012648462",75000,"7003582954",11
"648","0030486146",10,"SDV esf. NPS 4 AC A350 LF2+N06625 c/atua","40141609A","000000000012600193",15000,"7003525157",8
"649","0030553485",10,"Válv.manifold 3vv. AI 316","40141600H","000000000012487633",20289,"7003526868",2
"650","0028230058",10,"Válv.controle esfera NPS 8 Cv884","40141609","000000000012245400",40438.59,"7003726693",1
"651","0028551468",10,"Vv.controle globo NPS 4 Cv138,8","40141609","000000000011225576",100411.5,"7003526871",5
"652","0030233311",10,"Válvula hidráulica Vazão","40141608","000000000012164173",4500,"7003683931",3
"653","0029696961",30,"Atuador hidráulico rotativo 5683Nm","31251503","000000000011192154",63804.66,NA,0
"654","0029744500",20,"Atuador elétr. 1/4 volta 650Nm","31251501","000000000012523524",4311.68,NA,0
"655","4002931184",10,"Termoanemômetro","41114401","000000000012232066",8514,"7003534186",4
"656","0031329426",10,"Chave transfer. autom.","39122200C","000000000011161129",83377.99,"7003729928",1
"657","0030844373",10,"Vv.controle borb. NPS 24","40141609","000000000011829555",167006.09,NA,0
"658","0030233315",10,"Válvula hidráulica Direcional","40141608","000000000012164489",3800,"7003683931",5
"659","0031266064",10,"Transm.vazão eletromag. 0,3a12m/s","41112516","000000000011521405",37000,"7003684317",5
"660","0031515140",10,"Med.volum. engren. 0,03a7,5l/m","41112512","000000000011307242",25947,"7003684317",7
"661","0031211848",10,"Ohmímetro 1mOhm-2000Ohm","41113631","000000000011537841",37047.41,"7003684363",4
"662","0031294640",10,"Acelerômetro 490m/s2","41113639","000000000011916157",26954.88,"7003684363",8
"663","0031521244",10,"Motor 3F uso det Motor uso det 150kW 440","26101100B","000000000010345573",121291.13,"7003685593",6
"664","0030132510",10,"Vv.controle on-off borb. NPS 8","40141609","000000000011134404",95000,NA,0
"665","0030239513",10,"Vv.controle globo NPS 4","40141609","000000000010894069",50840.77,NA,0
"666","0030437601",10,"Vv.controle borb. NPS 6","40141609","000000000011164388",15642.85,NA,0
"667","0030437601",20,"Vv.controle borb. NPS 6","40141609","000000000011164388",47656.36,NA,0
"668","0030599046",10,"Vv.controle borb. NPS 20","40141609","000000000012190611",45000,"7003649511",12
"669","0030771915",10,"Válvula gav. 10"" 600# FJA WCB","40141613","000000000010474276",32794.76,"7003453008",5
"670","0029607717",10,"Vv.controle borb. NPS 6 Cv1415","40141609","000000000011257454",8200,"7003526644",2
"671","0030372202",10,"Válv. solenóide RO 3/8""NPT-F 4/3 vias","40141605","000000000012562276",4850.32,"7003526647",5
"672","0028019359",10,"Tubo epóxi reforç. c/ fibra vidro 1000#","40142100A","000000000010361114",9831.41,NA,0
"673","0028019359",20,"Tubo epóxi reforç. c/ fibra vidro 1000#","40142100A","000000000010361114",10865.33,"7003523341",2
"674","0030843041",10,"Vv.controle globo NPS 18 Cv5000","40141609","000000000011206549",167426.47,"7003523744",17
"675","0030361834",10,"Motor el. 3F 2p 6250,0kW 13,8kV","26101114","000000000012176159",70000,NA,0
"676","0030408771",10,"Motor el. 3F 6p 440kW 4kV Ex nA","26101114","000000000012346581",160000,NA,0
"677","0030627716",10,"Vv.controle borb. NPS 32","40141609","000000000012581208",133802.91,"7003532977",6
"678","0029696961",10,"Atuador hidráulico rotativo 5683Nm","31251503","000000000011192154",47104.2,"7003277913",1
"679","0029696961",20,"Atuador hidráulico rotativo 5683Nm","31251503","000000000011192154",58520.57,NA,0
"680","0029744500",10,"Atuador elétr. 1/4 volta 650Nm","31251501","000000000012523524",4311.68,NA,0
"681","0029744500",30,"Atuador elétr. 1/4 volta 650Nm","31251501","000000000012523524",4311.68,NA,0
"682","0029849206",10,"Atuador pneum. linear curso 3""","31251504","000000000011216285",17841.34,NA,0
"683","0029849206",20,"Atuador pneum. linear curso 3""","31251504","000000000011216285",18237.2,"7003533009",6
"684","0030625789",10,"Tubo torque p/transm.nível Masoneilan","41111938A","000000000010194184",32799.08,"7003531597",2
"685","0030907058",10,"Vidro espec. p/visor nível Visex","41112407C","000000000010104720",301.19,"7003531597",4
"686","0030688439",10,"Transm.vazão ultrasôn. 0a80000m3/h","41112516","000000000011160109",213616.4,"7003479827",5
"687","0030962468",10,"Transm.vazão térmico 0,01a3140Nm3/h","41112516","000000000012265978",37035.39,"7003479827",9
"688","0030895886",10,"Válv. solenóide RO 1/2""NPT-F 3/2 vias","40141605","000000000012012712",5783.33,"7003479830",3
"689","0030950755",10,"Válv. solenóide RO 1/4""NPT-M 3vias","40141605","000000000011263275",7021.19,"7003479830",5
"690","0028781091",10,"Vv.controle globo NPS 8 Cv550","40141609","000000000011207150",26591.27,NA,0
"691","0028781091",20,"Vv.controle globo NPS 8 Cv550","40141609","000000000011207150",43881.11,"7003397990",1
"692","0030184192",10,"Vv.controle on-off esfera NPS 2","40141609","000000000011160117",35776.27,"7003397033",3
"693","0030310182",10,"Chave fim curso 24Vcc 2A","39122213","000000000012247727",609.84,"7003400856",1
"694","4002991172",10,"Alinhador a laser 0a10m","41111615","000000000011522185",53226.6,"7003646427",5
"695","4002991172",20,"Analis./colet.vibr. 0-40kHz","41116400A","000000000012078120",50832.62,"7003646427",6
"696","4002991172",30,"Kit fase laser p/analis.vibração SKF","41116400B","000000000012558396",24146.55,NA,0
"697","4002991172",40,"Kit fase laser p/analis.vibr. SKF","41116400B","000000000012558396",24146.55,"7003453919",24
"698","4003014337",10,"Conexões Ferro Fundido p/ Tubo Condução","40142317B",NA,1,"7003522700",1
"699","4003014337",20,"Conexões Ferro Fundido p/ Tubo Condução","40142317B",NA,1,"7003522700",2
"700","4003013418",10,"Válv Agulha p/ Instrumentação - Lote1 NE","40141602",NA,1,"7003520317",1
"701","4003013418",20,"Válv Agulha p/ Instrumentação -Lote2 SSE","40141602",NA,1,"7003520317",2
"702","4003019331",10,"Anodo galvân. zinco NBR 9358 ZQS-40","31120000A","000000000011635352",1198.51,"7003684434",4
"703","0028836621",10,"Conv.freq. 3F 0 -500Hz 380-480V 758A","39121007","000000000012179236",172219.32,NA,0
"704","0030967750",10,"Indic.remoto digital LCD 8 NUM","41111900A","000000000012139714",6923.22,"7003795989",1
"705","0031451367",10,"Caixa de junção aço inox 1100x800x580mm","39121309","000000000012583540",70000,"7003646940",2
"706","0028847162",10,"Det.multigás multi-faixas","41113118","000000000012243014",25000,NA,0
"707","0028847162",20,"Det.multigás multi-faixas","41113118","000000000012243014",25000,NA,0
"708","0028847162",30,"Det.multigás multi-faixas","41113118","000000000012243014",25000,NA,0
"709","0031188975",10,"Válvula recirc. 4pol x recir. 4""","40141631","000000000012664316",226117,"7003646734",2
"710","0030487989",10,"Alinhador a laser 0a10m","41111615","000000000011078477",46280.28,NA,0
"711","0030487989",20,"Alinhador a laser 0a10m","41111615","000000000011078477",54250.31,"7003646427",1
"712","0031029779",10,"Alinhador a laser 0a10m","41111615","000000000011078477",54250.31,"7003646427",2
"713","0031308087",10,"Disjuntor 3P extraív vácuo 12kV 1250A","39121602","000000000011219885",55617.48,"7003644839",5
"714","0030212354",10,"Posicionador intelig. 10a120mm","40141600E","000000000011453112",5590.01,"7003646478",2
"715","0030607903",10,"Atuador hidráulico rotativo 15000Nm","31251503","000000000011149023",25000,"7003646478",4
"716","0027063326",10,"Vv.controle esfera NPS 2","40141609","000000000011676310",30000,"7002695545",15
"717","0027063326",20,"Vv.controle esfera NPS 2","40141609","000000000011676310",30000,"7003154001",7
"718","0027063326",30,"Vv.controle esfera NPS 2","40141609","000000000011676310",30000,NA,0
"719","0031052823",10,"Válvula de controle on-off tipo: esfera","40141609","000000000012665486",31490.48,NA,0
"720","0030319954",10,"Central controle p/sist.contr.poço","20142600B","000000000011582180",42955.56,NA,0
"721","0030971295",10,"Central controle p/sist.contr.poço","20142600B","000000000011582180",42955.56,NA,0
"722","0030078041",10,"Vv.controle globo NPS 4","40141609","000000000011840224",50000,NA,0
"723","0029820069",10,"Válv. controle, globo, DN 10"" 150 FR","40141609","000000000012467205",30000,NA,0
"724","0030042532",10,"Vv.controle on-off gaveta NPS 12","40141609","000000000012447888",110000,NA,0
"725","0030042532",20,"Vv.controle on-off gaveta NPS 12","40141609","000000000012447888",110000,NA,0
"726","0027999097",10,"Válv. regul. pressão DN3/8"" Cv0,1","41112404","000000000012275757",28760,"7003441550",1
"727","0030297676",10,"Transm.vazão mássico configurável","41112516","000000000011838815",531666.42,"7003518972",1
"728","0029620894",10,"Vv.controle globo NPS 1 Cv5,4","40141609","000000000012059809",0.01,NA,0
"729","0029620894",20,"Vv.controle globo NPS 1 Cv5,4","40141609","000000000012059809",1e+05,"7003684432",4
"730","0030838109",10,"Vv.controle globo NPS 1 Cv1,2","40141609","000000000012633827",86492.2,"7003684432",10
