"","req","item_req","texto_req","grupo_mercadoria","nm","valor_estimado","oportunidade","item_oportunidade"
"2028","0030537131",10,"Válv. borb. waf. triexc. test fogo 12"" 1","40141620","000000000012522041",80000,"7003644409",5
"2029","0031021680",10,"Cabo potência 1kV 3x 16mm² XLPE ST7","26121629","000000000011678922",30.98,NA,0
"2030","0031154533",10,"Tubo inox A312-316 s/c 6""x0.280"" Sch40S","40142117","000000000010000492",3749.07,"7003644527",1
"2031","0030593003",10,"Posicionador eletropneum. 1a4""","40141600E","000000000010596537",3532.22,"7003646478",3
"2032","0031361942",10,"Cabo pot NBR13248 3x 6mm² HEPR PRE","26121614A","000000000011134220",16.61,"7003646479",5
"2033","4003014238",10,"Analis.multiv. digital 115/230Vca","41111900C","000000000012628466",70000,"7003646862",1
"2034","0031366481",10,"Lâmina p/visor nível Klinger","41112407C","000000000010207145",302.81,NA,0
"2035","0031366486",10,"Lâmina p/visor nível Klinger","41112407C","000000000010207145",302.81,NA,0
"2036","4002940864",10,"Analis.umidade -110a20ºC","41112304","000000000011509138",57031.49,"7003283881",5
"2037","4002940864",20,"Sonda umidade digital -80a20ºC","41112301","000000000011647072",5305.33,NA,0
"2038","4002940864",30,"Suporte filtr.membr.separadora","41104927","000000000012386149",1896.91,"7002788135",1
"2039","4002940864",40,"Sonda umidade digital -80a20ºC","41112301","000000000011647072",10015.04,NA,0
"2040","4002940864",50,"Analis.umidade -110a20ºC","41112304","000000000011509138",50477.66,"7003685346",5
"2041","4003024243",10,"Analis.umidade 0,1a2500ppmv","41112304","000000000012265000",418789.66,"7003685346",8
"2042","4002991618",10,"Det.radiação 0,01a250µSV/H","41111929","000000000012100452",21094.92,"7003388912",2
"2043","4002959555",10,"Det.multigás multi-faixas IP65","41113118","000000000011472039",9466.5,"7003437134",2
"2044","4002959555",20,"Det.multigás 0-100%LEL IP67","41113118","000000000011114128",2890.38,"7002959848",6
"2045","4002959555",30,"Det.multigás multi-faixas IP65","41113118","000000000011472039",2272.83,NA,0
"2046","4002992273",10,"Mistura gasosa cil.58L 1,45% 60ppm 15% 2","12142100D","000000000011706355",15642.41,NA,0
"2047","4002992273",20,"Det.multigás multi-faixas IP65","41113118","000000000011472039",8835.39,"7003437134",6
"2048","4002992273",30,"Det.multigás 0-100%LEL IP67","41113118","000000000011114128",4331.61,"7003437134",7
"2049","4002992273",40,"Det.multigás multi-faixas IP65","41113118","000000000011472039",2272.83,NA,0
"2050","4002992273",50,"Det.multigás 0-100%LEL IP67","41113118","000000000011114128",3961.83,NA,0
"2051","4003009103",10,"Acoplamento para União de Tubos","40142300E",NA,1,"7003436806",1
"2052","0029952829",10,"Vv.controle esfera NPS 6","40141609","000000000011842294",58509.76,"7003779032",3
"2053","0031151099",10,"Vv.controle esfera NPS 4","40141609","000000000012220978",31300.23,"7003646482",7
"2054","0028852840",10,"Válvula alívio 3/8x 3/8"" AI AISI 316L","40141606","000000000012232464",7530.66,"7003641738",1
"2055","0028852840",20,"Válvula alívio 3/8x 3/8"" AI AISI 316L","40141606","000000000012232464",3744.12,"7003803715",1
"2056","0030640507",10,"Tubo flexível AISI316 16""x 1700mm","40142006A","000000000012589534",16480,NA,0
"2057","0030640507",20,"Tubo flexível AISI316 16""x 1700mm","40142006A","000000000012589534",16480,"7003577677",1
"2058","0030824269",10,"Acumulador Pb-ácido 2V 300Ah C10","26111707","000000000011151392",1556.79,"7003520452",1
"2059","0029764313",10,"Vv.controle globo NPS 6 Cv91","40141609","000000000012206420",223641.86,"7003441436",3
"2060","0029951825",10,"Vv.controle globo ang NPS 1 Cv11,2","40141609","000000000010217272",38186.31,"7003441436",4
"2061","0028353788",10,"Vv.controle esfera NPS 16","40141609","000000000011280718",450000,"7003192287",1
"2062","0028353788",20,"Vv.controle esfera NPS 16","40141609","000000000011280718",450000,"7003593588",1
"2063","0029494336",10,"Vv.controle on-off esfera NPS 4","40141609","000000000012359524",36279.96,NA,0
"2064","0029494336",20,"Vv.controle on-off esfera NPS 4","40141609","000000000012359524",10000,"7003440167",2
"2065","0030626173",10,"Vv.controle on-off esfera NPS 2","40141609","000000000012574228",50000,"7003440167",10
"2066","0029978733",10,"Vv.controle borb. NPS 6","40141609","000000000010902323",0.01,"7003437363",3
"2067","0029733595",10,"Válv. regul. pressão DN1/2"" Cv0,6","41112404","000000000011186206",23765.78,"7003441550",3
"2068","0030729455",10,"Válv.esf. F/S 14"" 600# FJA A995-4A","40141607","000000000012625456",167000,"7003441259",2
"2069","0030621921",10,"Conector mac. 3/4ODx1MP anilha dupla","40183110","000000000012606507",5341.56,NA,0
"2070","0030621921",20,"Conector mac. 3/4ODx1MP anilha dupla","40183110","000000000012606507",7200.77,NA,0
"2071","0030621921",30,"Conector mac. 3/4ODx1MP anilha dupla","40183110","000000000012606507",7200.77,NA,0
"2072","0029582358",10,"Vv.controle globo NPS 1 Cv3,57","40141609","000000000010943547",14898.83,NA,0
"2073","0029582358",20,"Vv.controle globo NPS 1 Cv3,57","40141609","000000000010943547",15011.2,"7003684432",3
"2074","0030761549",10,"Vv.controle globo NPS 3/4 Cv0,8","40141609","000000000011137887",24587.58,"7003684432",8
"2075","0030963646",10,"Vv.controle globo NPS 2 Cv48,2","40141609","000000000011958869",42257.63,"7003684432",11
"2076","0030967181",10,"Retificador 220Vca saída 125Vcc","39121006","000000000011304218",121470.89,"7003685594",4
"2077","0030218420",10,"Detector chama p/forno/cald. UV 4-20mA","46191504","000000000012182119",52038.72,"7003680826",3
"2078","0030635078",10,"Amplificador pressão 1/2""BSP 1:2","41112408","000000000011326206",29930.19,"7003684210",1
"2079","0031135238",10,"Regulador pressão 0a125psi","40142201","000000000010201015",634.8,"7003684210",4
"2080","0031263831",10,"Booster pressão 102mm 1,1:1","41112408","000000000011585904",133798.08,NA,0
"2081","0031057515",10,"Transmissor umidade -100a20ºC","41112304","000000000011583642",230466.24,"7003685346",2
"2082","0031440191",10,"Tê red. WP5 cl. 1 DN8x8x6"" sch 80","40142319A","000000000010002714",10661.6,"7003688284",6
"2083","0031027987",10,"Vv.controle borb. NPS 6 Cv1195","40141609","000000000011142259",26626.39,"7003785941",2
"2084","0031586491",10,"Regulador pressão 5a150psi","40142201","000000000010476602",647.55,"7003691919",10
"2085","0028934705",10,"Vv.controle esfera NPS 4","40141609","000000000011230206",0.01,"7003276324",2
"2086","0027304529",10,"Válvula seg/alív. 1x 1"" AI AISI 316L","40141606","000000000012063413",4869.3,NA,0
"2087","0030238875",10,"Disco d/ruptura Hastelloy C-276 4"" p/fla","40142323","000000000011828190",9081.65,"7003362123",16
"2088","0030238875",20,"Disco d/ruptura Hastelloy C-276 4"" p/fla","40142323","000000000011828190",9422.7,"7003396656",3
"2089","0030367768",10,"Tubo tr.térm. A213-321 s/c 0.750 x 0.065","40101800A","000000000010118674",12.6,"7003438062",2
"2090","0031070368",10,"Atuador elétr. multvoltas 170Nm","31251501","000000000012657013",83301.85,"7003598899",5
"2091","4003009297",10,"Válvulas Gaveta - Lote 1 - SSE","40141613",NA,1,"7003442087",1
"2092","4003009297",20,"Válvulas Gaveta - Lote 2 - NE","40141613",NA,1,"7003442087",2
"2093","4003014288",10,"Sonda umidade digital -80a20ºC","41112301","000000000011647072",11370.14,"7003603483",4
"2094","4003014288",20,"Cabo mont. p/analis.umidade GE","41112304A","000000000011857582",2250.46,NA,0
"2095","4003014288",30,"Coletor amostr.tp.sonda manual cap.250mL","41104005","000000000012657205",25863.75,"7003603483",5
"2096","0031366476",10,"Lâmina p/visor nível Klinger","41112407C","000000000010207139",234.26,"7003692570",18
"2097","0029268120",10,"Transm.vazão mássico 0a108kg/h","41112516","000000000012005171",44465.59,"7003432649",1
"2098","0030132323",10,"Vv.controle esfera NPS 6 Cv1030","40141609","000000000011169307",537356.26,NA,0
"2099","0028942209",10,"Motor elétrico CC 0,284KW 43V","26101200A","000000000011899963",32088.05,"7003276268",1
"2100","0028942209",20,"Motor elétrico CC 0,284KW 43V","26101200A","000000000011899963",35896.38,NA,0
"2101","0028938816",10,"Disjuntor 3P extraív vácuo 17,5kV 1250A","39121602","000000000012460835",35000,"7003428640",1
"2102","0031128514",10,"Projetor ilum. 240W IP66 Ex d","39111704","000000000012646854",8220.1,NA,0
"2103","0031264389",10,"Atuador pneum. linear curso 3""","31251504","000000000012054756",54309.86,"7003598899",13
"2104","0031265981",10,"Atuador intel. multvoltas 170Nm","31251501","000000000011477421",78623.51,NA,0
"2105","0031265981",20,"Atuador intel. multvoltas 170Nm","31251501","000000000011477421",58589.01,"7003598899",15
"2106","0029768433",10,"Transm.nível radar haste 1300mm","41111938","000000000012086979",10000,"7003597218",1
"2107","0031265516",10,"Transm.nível ultrasôn. 0,45a11m","41111938","000000000010949625",11707.12,"7003597218",8
"2108","0030989798",10,"Vv.controle globo NPS 3 Cv79","40141609","000000000012637351",411286.62,NA,0
"2109","0030246639",10,"CLP I/O fixos 24Vcc","32151700A","000000000011539097",162374.38,NA,0
"2110","0031280260",10,"CLP I/O fixos 24Vcc","32151700A","000000000011539100",152245.56,NA,0
"2111","0031303156",10,"Módulo espec. p/CLP Allen Bradley","32151703","000000000012094101",37070.82,NA,0
"2112","0031048004",10,"Válvula pneum. direc 2/2 6mm","40141603","000000000011212845",111988.03,NA,0
"2113","0031286525",10,"Válvula pneum. escape 1/2NPT","40141603","000000000010709881",521.81,"7003600196",9
"2114","0031377885",10,"Válvula hidráulica Direcional","40141608","000000000011743905",23231.43,"7003600196",11
"2115","0031055094",10,"Analis.umidade -100a20ºC","41112304","000000000012278033",60281.78,"7003603483",1
"2116","0030813186",10,"Válv. controle, borboleta, DN 32"" 150 FR","40141609","000000000012626813",64300,"7003597509",3
"2117","0030813211",10,"Válv. controle, borboleta, DN 32"" 150 FR","40141609","000000000012626813",64300,"7003597509",4
"2118","0030813291",10,"Válv. controle, borboleta, DN 32"" 150 FR","40141609","000000000012626813",64300,"7003597509",5
"2119","0030076015",10,"Válvula macho n/lub 8"" 300 FLG FR A216-W","40141626","000000000010058300",100009.78,NA,0
"2120","0027048498",10,"Válvula alívio 10x 12"" FR A216-WCB","40141606","000000000011470301",181741.84,"7003429686",1
"2121","0030416453",10,"Válv.esf. F/S 10"" 2500# FJA WCB+inconel","40141607","000000000012191377",1000,"7003429687",5
"2122","0030858287",10,"Vidro espec. p/visor nível Sfay","41112407C","000000000010190242",140.1,NA,0
"2123","0030858392",10,"Vidro espec. p/visor nível Sfay","41112407C","000000000010190242",140.1,NA,0
"2124","0031569727",10,"Vidro espec. p/visor nível Multiservice","41112407C","000000000010211178",200.49,"7003692570",25
"2125","0031532506",10,"Válv.esf. conv. 14"" 600# FJA A105/A216WC","40141607","000000000010229304",87991.28,"7003694636",13
"2126","0030083655",10,"Vv.controle globo NPS 2 Cv12","40141609","000000000012570582",11500,"7003697465",3
"2127","0030991200",10,"Válv. controle, globo, DN 4"" 1500 FJA","40141609","000000000012659730",410520,"7003697465",5
"2128","0029582294",10,"Válvula seg/alív. 1x 2"" FR CF8m","40141606","000000000011310263",14829.84,NA,0
"2129","0031265602",10,"Válvula seg/alív. 1/4x 1/4"" RO-F AISI-31","40141606","000000000010997255",15830.78,NA,0
"2130","0030685854",10,"BDV-Válv.descarga emerg., esfera, DN1/2""","40141609A","000000000012622561",10470,NA,0
"2131","0031306451",10,"Válv. controle, globo, DN 8"" 150 FR","40141609","000000000012622618",185212.93,"7003606973",6
"2132","0031306684",10,"Válv. controle, globo, DN 8"" 150 FR","40141609","000000000012622618",185212.93,"7003606973",7
"2133","0030671678",10,"Tubo tr.térm. A179 s/c 0.750 x 0.083""","40101800A","000000000010389656",281.68,NA,0
"2134","0030967126",10,"Tubo tr.térm. A106-B s/c 2.500 x 0.375""","40101800A","000000000011450758",2051.83,NA,0
"2135","0031050970",10,"Vv.controle on-off esfera NPS 12 Cv10730","40141609","000000000012641392",1e+05,"7003702890",5
"2136","4003010144",10,"Calibrador sonoro 94/114dB 250Hz,1kHz","41115500A","000000000012396571",700,"7003597271",1
"2137","4003010144",20,"Cilindro espec. p/det.multigás RAE Syste","41113100B","000000000012027632",1314.86,"7003556941",1
"2138","4003010144",30,"Cilindro espec. p/det.multigás BW Techno","41113100B","000000000011289365",989.74,"7003556941",2
"2139","4003010144",40,"Mód.teste/calibr. p/det.multigás RAE Sys","41113100B","000000000012025513",17322.58,NA,0
"2140","4003010144",50,"Det.multigás multi-faixas","41113118","000000000012010620",25496.66,"7003459945",1
"2141","4003010144",60,"Det.multigás 0-100%LEL","41113118","000000000012010373",29216.78,NA,0
"2142","4003010144",70,"Det.multigás 0-100%LEL","41113118","000000000012009976",3945.5,NA,0
"2143","4003010144",80,"Regul.esp. p/det.multigás RAE Systems","41113100B","000000000012007385",1388,"7003557617",19
"2144","4003010144",90,"Monitor multigás multi-faixas IP65","41113118","000000000011103538",9903.96,NA,0
"2145","4003010144",100,"Det.multigás 0-100%LEL","41113118","000000000012010373",23041.43,"7003593124",2
"2146","4003010144",110,"Monitor multigás multi-faixas IP65","41113118","000000000011103538",11291.7,"7003661997",4
"2147","4003010144",120,"Mód.teste/calibr. p/det.multigás RAE Sys","41113100B","000000000012025513",16424.16,"7003775794",1
"2148","4002963434",10,"Bancada eletropneumática de lab.de calib","56122000A","000000000011522688",147848.64,NA,0
"2149","4002963434",20,"Banho termos. lab","41103702","000000000010360662",33498.54,NA,0
"2150","4002963434",30,"Bomba man pneu 500 PSI","40151506","000000000011147924",4429.69,NA,0
"2151","4002963434",40,"Calib.pressão digital 0a30psi","41112400I","000000000011843727",17000,"7003407135",3
"2152","4002963434",50,"Calib.pressão digital 0a5psi","41112400I","000000000011957174",16000,"7003407135",4
"2153","4002963434",60,"Termoresistência Pt 100 305mm 4 fios","41112211","000000000010724974",1343,NA,0
"2154","0030317650",10,"Tubo tr.térm. N06625 s/c 0.625 x 0.049""","40101800A","000000000012546108",250,NA,0
"2155","0030586868",10,"Transm.vazão térmico 0,05a275Nm/s","41112516","000000000012608033",35115,NA,0
"2156","0029875801",10,"Tubo tr.térm. c/c 0.750 x 0.065""","40101800A","000000000011935580",200,"7003434231",1
"2157","0031587415",10,"Acumulador Pb-ácido 2V 300Ah C10","26111707","000000000010730870",995.33,"7003703082",1
"2158","0031279463",10,"Transm.vazão desloc.pos 2,28a22,8m3/h","41112516","000000000011761528",19332.99,"7003703198",6
"2159","0031324087",10,"Transm.vazão mássico 1200a200Mkg/h","41112516","000000000012453843",110000,"7003703198",9
"2160","0031478122",10,"Sensor VCone DN8"" FLG FJA 10000","41112500B","000000000011866078",150312.15,"7003703198",12
"2161","0031614712",10,"Transm.vazão eletromag. 0a400m3/h","41112516","000000000012533458",28815.01,"7003703198",13
"2162","0029729009",10,"Vv.controle on-off esfera NPS 12","40141609","000000000012222373",782810.31,"7003702890",1
"2163","0031323781",10,"Vv.controle esfera NPS 6","40141609","000000000011792663",155829.29,"7003702890",8
"2164","0031566163",10,"Vv.controle on-off esfera NPS 6","40141609","000000000012590278",120447,"7003702890",11
"2165","0030858982",10,"Tubo inox A312-347 s/c 18""x1.375"" Sch120","40142117","000000000012176718",2584.16,"7003700516",1
"2166","0030040208",10,"Atuador pneum. rotativo giro 0-90º","31251504","000000000011485322",43151.84,"7003374241",7
"2167","0029606547",10,"Detector chama p/forno/cald. UV 4-20mA+r","46191504","000000000010278275",14164.07,"7003687740",1
"2168","0031300000",10,"Tubo sanf pas.norm AISI304 3/4""x 15000mm","40142006A","000000000011012512",525.77,"7003605583",2
"2169","0030325588",10,"Bóia p/sist. med.nível Magnetrol","41111938A","000000000012588679",24346.62,NA,0
"2170","0030714148",10,"Tubo inox A312-316L s/c 6""x0.280"" Sch40S","40142117","000000000010000540",1061.51,NA,0
"2171","0030714148",20,"Tubo inox A312-316L s/c 6""x0.280"" Sch40S","40142117","000000000010000540",1061.51,"7003641260",1
"2172","0029203584",10,"Transm.pressão abs. 0,8a3,5bar abs","41112410","000000000012494214",18700,NA,0
"2173","0030241407",10,"Transm.pressão man. -14,7a150psi","41112410","000000000010815540",2498.75,"7003687616",5
"2174","0031366039",10,"Junta de exp. retangular FREEFLEX 1880X3","40142312","000000000011471734",151372.18,"7003778002",1
"2175","0030284861",10,"Válvula borboleta lug fire-safe 18"" 150#","40141619","000000000011841533",38736.49,NA,0
"2176","0031158442",10,"Válvula borboleta lug 26"" A536-65-45-12","40141619","000000000012439254",53000,NA,0
"2177","0031307431",10,"Válvula borboleta lug fire-safe 16"" 150#","40141619","000000000011841532",66050.34,NA,0
"2178","0030265628",10,"Lumin. LED 28W 100-240Vca/108-250Vcc Ex","39111501A","000000000012185666",1794.87,"7003593892",2
"2179","0030989336",10,"Válv.esf. F/S 6"" 1500# LF2","40141607","000000000012084988",70237.07,"7003593218",10
"2180","0031031165",10,"Vv.controle esfera ASME classe 600","40141609","000000000012216334",28000,"7003593218",14
"2181","0028598089",10,"Válv.esf. compl. 2 7/8"" 3000# 5B-EU 6A-6","40141607","000000000010154494",5053.86,NA,0
"2182","0028598089",20,"Válv.esf. compl. 2 3/8"" 3000# 5B-EU 6A-6","40141607","000000000010159672",4933.17,NA,0
"2183","0028598089",30,"Válv.esf. compl. 2 3/8"" 3000# 5B-EU 6A-6","40141607","000000000010159672",4015.55,NA,0
"2184","0028598089",40,"Válv.esf. compl. 2 3/8"" 3000# 5B-EU 6A-6","40141607","000000000010159672",4015.55,NA,0
"2185","0030860550",10,"Válv.esf. conv. 8"" 150# FR WCB+PFA","40141607","000000000012607571",70000,NA,0
"2186","0030860550",20,"Válv.esf. conv. padrão ISO 14313 (API 6D","40141607","000000000012607571",70000,"7003788282",3
"2187","0030018041",10,"Choke mod FLO P4 DN 4"" 3600psi","20141005","000000000012533069",1155148.2,"7003593590",2
"2188","0030938262",10,"Disj. cx moldada 3P 630A 690V 35kA","39121616","000000000010624154",41364.22,NA,0
"2189","0030284225",10,"Calib.pressão digital 0a20bar","41112400I","000000000012439743",50000,"7003407135",1
"2190","0029033571",10,"Junta de exp. axial DE 1898 X comp. 3360","40142312","000000000012457541",105000,NA,0
"2191","0029033571",20,"Junta de exp. axial DE 1898 X comp. 3360","40142312","000000000012457541",105000,"7003409802",2
"2192","0030069223",10,"Transm.vazão mássico 310a80000kg/h","41112516","000000000012483653",80000,"7003409573",2
"2193","4003013580",10,"Gg motor diesel gerador 3Ø 15kVA","26111600C","000000000012566274",60000,"7003587413",1
"2194","0029950555",10,"Atuador pneum. rotativo giro 0-90º","31251504","000000000010833783",30434.19,"7003414308",4
"2195","0030252403",20,"Válvula hidráulica Vazão","40141608","000000000010448137",145125.23,"7003594148",1
"2196","0030023284",10,"Amarra c/malhete DN elo 76mm x 8,42m","31151600B","000000000012558468",257640,NA,0
"2197","0030296474",10,"Transm.pressão dif. 0a250""H2O","41112410","000000000012581886",34193.13,"7003409837",1
"2198","0030946220",10,"Válvula gav. 5 1/8"" 10000# Fur. API 6BX","40141613","000000000012607573",210000,NA,0
"2199","0031134921",10,"Válvula macho n/lub 10"" 150 FLG FR AC A2","40141626","000000000012666456",52288.16,NA,0
"2200","0029663542",10,"Plugue 4p(3p+T) 480-500Vca 63A","39121402A","000000000011334509",1582.97,"7003158773",9
"2201","0029663542",20,"Plugue 4p(3p+T) 480-500Vca 63A","39121402A","000000000011334509",4628.25,"7003592916",1
"2202","0030879448",10,"SDV esf. NPS 4 AI UNS J92205 c/atuador p","40141609A","000000000012634118",60721.13,NA,0
